femaleVariant,maleVariant,stringId,female_vo_path,male_vo_path,quest_path
尝试与阿吉拉尔·努比奥拉一起,,1735058593043166,MSG-OUT,MSG-OUT,Rendez-vous_files/{}/Rendez-vousDIC.csv
和安德斯·赫尔曼一起尝试一下,,1735058645656583,MSG-OUT,MSG-OUT,Rendez-vous_files/{}/Rendez-vousDIC.csv
聪明的！我正在努力，等等...,,1735060913044546,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
已通过备案。应该不错吧！,,1735060935091683,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
那你说呢？今晚我们在 Konpeki 吃吗？,,1735060982596671,MSG-OUT,MSG-OUT,Rendez-vous_files/{}/Rendez-vousDIC.csv
我真的不知道...金白不是我的风格！,,1735061008088637,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
我要去装修了……我他妈的连合适的衣服都没有！,,1735061024059582,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
那不是问题。金碧是你管理的，衣服就由我来管理吧。我们在市中心见面，我们去购物吧！,,1735061039903586,MSG-OUT,MSG-OUT,Rendez-vous_files/{}/Rendez-vousDIC.csv
还是很危险，你可能会被认出来！该死的，我们正在谈论荒坂！,,1735061055747094,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
听着，我们在市中心的这家酒吧见面，谈谈这件事，好吗？,,1735061077597131,MSG-OUT,MSG-OUT,Rendez-vous_files/{}/Rendez-vousDIC.csv
如果你想…,,1735061089758378,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
[说] 那么，你这些天在做什么？,,1735142209504692,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[喝酒]我还以为你和索尔和好了……,,1735142588439618,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
V坐在床上。 Panam 可以坐在 V 对面。（就像 Lizzie 的 Braindances：DollHouse mod 中一样）,,1735146101955345,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
过了一会儿，什么也没说……,,1735146120956956,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
帕纳姆来到床上，坐在 V 旁边。（如《莉齐的脑舞：娃娃屋》模组中那样）,,1735146139634145,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
说完最后一句话，Panam 弯下腰靠在床上（就像 Lizzie 的 Braindances: DollHouse mod 中那样） ,,1735146177514793,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
帕纳姆躺在他旁边……,,1735146190854713,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
帕纳姆很生气，第一句话就迅速坐下！,,1735146208634254,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
愤怒的帕纳姆说着最后一句话就离开了！,,1735146218671463,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
任务结束,,1735146262371852,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
当帕纳姆说出她的最后一句话时，衣服消失了,,1735148577111890,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
他们在V的最后一句话中赤身裸体,,1735148591380400,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[显性活动]哦，好的。,,1735148603319961,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
后来……他们还躺在床上，赤裸着。,,1735148655590069,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
巴拿马叶,,1735148670146144,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
V再次出现在关闭的金碧面前,,1735148683898389,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
如果预订是以 Aguilar Nubiola 的名义进行的，V 就会收到来自陌生人的消息。是阿吉拉尔！ （但当然不可能回答……）,,1735149083786826,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
我最终会认为你盗用我身份的倾向是对我的一种奉承……在我下次访问北卡罗来纳州期间，我将非常高兴听到你求我。但同样可以肯定的是，黑夜将伴随着每一天，它不会拯救你。,,1735149096392131,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
过了一会儿，V 灵机一动，联系了Panam：,,1735472601463996,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[喝]巴拿马...,,1735566026604495,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
不管怎样，昨天我们在荒地抓到了一个人，并在他身上发现了一张在 Konpeki Plaza 套房过夜的通行证。你告诉我关于金佩基的事……,,1735567342585502,MSG-IN,MSG-IN,Rendez-vous_files/{}/Rendez-vousDIC.csv
如果可以安排抵达酒店和前往套房。就像在 Konpeki Plaza 的“抢劫”任务中，我们跟随 Jackie 进入续集一样……有可能用 Panam 取代 Jackie 吗？这种修改可以吗？ ...否则它会直接在续集中开始。,,1735567787641759,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
帕纳姆走进试衣间，穿上了一套不同的衣服。,,1735576178488210,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam 和 V 抵达 Konpeki 后将选择服装。,,1735583834222710,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
如果商店在酒吧旁边，他们就一起步行去商店。 （Panam密切关注V。）否则，他们可以在商店见面,,1735583990247748,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
就像 Lizzies-Braindance 模组中的“Hangout - Konpeki”和 Panam 一样。,,1735584121915575,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[激活阿吉拉尔的足迹],,1735756411635207,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[禁用阿吉拉尔的足迹],,1735756509206727,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[给巴拿马留言],,1735769077098714,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[说]别理会扫罗。它将传递给他。,,1735769360126834,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[说]也许扫罗是对的......,,1735769421066106,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[说]也别夸张,,1735826347203087,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[说]我可以帮你做点什么吗？,,1735826373383827,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[说]让我们谈谈我们对 Konpeki 的计划......,,1735827222153488,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[说] 那么，你准备好了吗？,,1735831536035375,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
帕纳姆和 V 离开市中心的商店。,,1735832194237069,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
如果可以安排抵达酒店和前往套房。就像在 Konpeki Plaza 的“抢劫”任务中一样，我们跟随 Jackie 进入续集……是否有可能用 Panam 取代 Jackie？这种修改可以吗？ ...否则它会直接在续集中开始。,,1735832600444044,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
任务开始,,1735854459066934,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[说]巴拿马……,,1735854611598502,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[走到床上]我信任一个人……,,1735854718843424,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[说]我无法预测未来的任何事情。,,1735855065255565,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[说]几个月后我就会死，对吗？,,1735855145057790,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[说]我希望被记住……,,1735855287877249,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[躺下] 过来。,,1735856480847855,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[说]经常，是的。,,1735857543721684,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[触摸] 不，一点也不。,,1735857606826433,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[站起来]哦不...,,1735858958994359,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[起床]关于昨晚的事……,,1735859033963587,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
帕南几乎又穿好了衣服。,,1735859520752215,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[触摸] 你好,,1735860454689494,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
“环聊 - Konpeki” > “一起看看外面”,,1736440090987431,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
帕纳姆和 V 进入套房。他们亲吻并走到沙发上坐下。,,1736440090987432,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
“环聊 - Konpeki” > “拥抱”,,1736440090987433,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
“环聊 - Konpeki”>“舞蹈”,,1736440090987434,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
“环聊 - Konpeki” > “餐桌上的吻”,,1736440090987435,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
“环聊 - Konpeki” > “坐在地上”,,1736440090987436,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
[亲吻],,1736440090987437,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[去露台],,1736440090987438,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[靠近一点],,1736440090987439,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[参观续],,1736440090987440,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
Panam 躺在沙发上，头靠在 V 的腿上。,,1736440090987441,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
【欣赏美景】,,1736440090987442,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
V 必须前往 Konpeki 套件的特定区域才能启动动画。要么动画自动开始。,,1736440090987443,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
一段时间后...,,1736440090987444,COMMENT,COMMENT,Rendez-vous_files/{}/Rendez-vousDIC.csv
“环聊 - Konpeki”>“床”>“移动到床上”,,1736440090987445,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
[躺在床上],,1736440090987446,ACTION,ACTION,Rendez-vous_files/{}/Rendez-vousDIC.csv
